id;text;dish_id
392;***Шаг 1:***Моем курагу и заливаем холодной водой на сутки. Вода должна едва покрывать курагу. По истечении времени, сливаем воду и хорошо просушиваем сушеные абрикосы.***Шаг 2:***Перемалываем грецкие орехи,***Шаг 3:***в блендере***Шаг 4:***добавляем к ним сахар***Шаг 5:***и перемешиваем до получения однородной массы***Шаг 6:***Не переставая перемешивать, добавляем постепенно лимонный сок, пока смесь не побелеет.***Шаг 7:***Затем курагу***Шаг 8:***наполняем полученным фаршем***Шаг 9:***и складываем в салатник.***Шаг 10:***Миксером взбиваем сметану с сахаром***Шаг 11:***и заливаем ей содержимое салатника.***Шаг 12:***Отправляем в холодильник на 4-6 часов.***Шаг 13:***Фаршированная курага готова, детям она очень нравится.***Шаг 14:***Приятного аппетита!;252
399;***Шаг 1:***Для приготовления клубники со сметаной подготовим необходимые ингредиенты.***Шаг 2:***Клубнику тщательно промоем и очистим от плодоножек. Откладываем одну ягоду для украшения.***Шаг 3:***Измельчать ягоды лучше всего с помощью блендера, но если его нет - можно воспользоваться вилкой или толкушкой. Измельчать клубнику можно как до состояния однородного пюре, так и более крупно, чтобы в десерте ощущались кусочки ягод.***Шаг 4:***Клубнику посыпаем сахаром и затем тщательно перемешиваем.***Шаг 5:***Добавляем сметану и перемешиваем до однородности.***Шаг 6:***Десерт клубника со сметаной готов. Украшаем десерт нарезанной пластинками клубникой и подаем к столу.;256
404;***Шаг 1:***Для этого рецепта нам потребуются продукты, указанные в ингредиентах. В нем я расскажу вам, как приготовить тыкву с изюмом и сухофруктами в качестве десерта.***Шаг 2:***Тыкву очищаем от кожуры и семян и нарезаем мякоть кубиками среднего размера.***Шаг 3:***Выкладываем тыкву на сковороду с маслом и обжариваем со всех сторон при помешивании на среднем огне примерно 5 минут.***Шаг 4:***Яблоки очищаем от кожицы и семян, нарезаем средними по величине кубиками и добавляем на сковороду к тыкве.***Шаг 5:***Посыпаем все сахаром по вкусу и доводим тыкву до готовности (можно под крышкой). Не забываем помешивать, огонь делаем умеренный.***Шаг 6:***Готовый десерт выкладываем в креманки, чередуя тыкву с яблоками и финики с измельченными орехами. При подаче десерт поливаем медом. Наше лакомство готово!;264
410;***Шаг 1:***Подготовить все ингредиенты. Вместо агара можно использовать желатин, но готовить с ним нужно соблюдая инструкцию на упаковке. Сметану лучше брать жирностью 20% и выше.***Шаг 2:***350 грамм сметаны соединить с сахаром и агар-агаром, взбить венчиком до однородного состояния и появления пузырьков. Разложить сметанную смесь в стаканы или креманки и отправить в холодильник на 10 – 15 минут.***Шаг 3:***Плитку шоколада поломать на кусочки, добавить к шоколаду оставшиеся 50 грамм сметаны и растопить на плите до однородности.***Шаг 4:***Выложить шоколадную массу поверх белой массы, слегка перемешиваем слой. Сверху украшаем небольшим количеством кокосовой стружки. Я выкладывала десерт в достаточно большие стаканы, но советую брать все же формочки поменьше, буквально на несколько чайных ложек, потому что десерт достаточно сытный, но в меру сладкий.***Шаг 5:***Десерт «Птичье молоко» готов! Его можно сразу подавать к столу. Более подробный рецепт приготовления десерта смотрите на видео. Приятного аппетита!;266
412;***Шаг 1:***Подготавливаем все ингредиенты для приготовления необычного брауни с клубникой под названием «Грядка с морковкой».***Шаг 2:***Горький шоколад разламываем на небольшие кусочки, сливочное масло также нарезаем небольшими кубиками. Перекладываем подготовленные продукты в ковшик и топим на медленном огне.***Шаг 3:***Снимаем ковшик с огня, всыпаем сахар и перемешиваем. Снова ставим ковшик на огонь и, постоянно помешивая, готовим до тех пор, пока сахар полностью не растворится. Даем массе немного остыть.***Шаг 4:***После того, как масса немного остынет, добавляем куриные яйца и желток, перемешиваем.***Шаг 5:***Следом добавляем просеянные через сито пшеничную муку и какао, перемешиваем шоколадную массу лопаткой до получения однородной массы.***Шаг 6:***Форму застилаем пекарской бумагой, выкладываем тесто и выпекаем брауни в разогретой духовке в течение 25-30 минут.***Шаг 7:***Готовый брауни смазываем джемом. Лучше использовать смородиновый или черничный, так как цвета этих джемов темные, что придаст большую имитацию «земли». Джемы яркого цвета испортят этот эффект. Ножом аккуратно срезать края брауни, чтобы десерт выглядел более аккуратно.***Шаг 8:***Темное печенье, типа орео, разъединяем, убираем с помощью ножа кремовую начинку и измельчаем. Измельченным печеньем посыпаем брауни.***Шаг 9:***На паровой бане топим белый шоколад. Добавляем краситель, перемешиваем и переливаем шоколад в узкий бокал. Вымытую и обсушенную клубнику натыкаем на деревянную шпажку и окунаем в стакан с растопленным шоколадом. Даем стечь лишнему шоколаду и выкладываем ягоды на пергаментную бумагу. Даем затвердеть шоколаду при комнатной температуре.***Шаг 10:***Аккуратно устанавливаем «морковку» в «землю». Подаем пирог к чаю, порционно разрезав его на небольшие участки земли с морковкой.;269
415;***Шаг 1:***Приготовим ингредиенты по списку. Желатин можно использовать любой, какой есть под рукой, используем его согласно инструкции, указанной на упаковке. Клубнику можно взять свежую или замороженную, у меня уже готовое клубничное пюре. Вместо сливок можно взять сметану.***Шаг 2:***Желатин распускаем на водяной бане или в микроволновой печи, если желатин был листовой, его следует процедить через сито.***Шаг 3:***Даем остыть желейной смеси.***Шаг 4:***Сливки взбиваем с сахаром и щепоткой ванилина, чтобы он полностью растворился, а сливки стали густыми.***Шаг 5:***Соединяем сливочную массу с желейной смесью, перемешиваем.***Шаг 6:***Добавляем к сливочно-желейной массе клубничное пюре, снова перемешиваем, чтобы масса стала однородной по консистенции, ингредиенты хорошо соединились.***Шаг 7:***Раскладываем заготовку десерта по креманкам и отправляем на пару часов в холодильник. Десерт готов. Подаем к столу. Приятного аппетита!;275
426;***Шаг 1:***Вначале приготовим тыквенное пюре. Для этого тыкву очистить, порезать небольшими кусочками, переложить в кастрюлю и добавить немного воды. Тушить на медленном огне до размягчения.***Шаг 2:***Пока готовится тыква подогреем сливки до горячего состояния (не кипятить), это можно сделать в микроволновке. В горячие сливки засыпать желатин и одну столовую ложку сахарной пудры, хорошо размешать до полного растворения желатина и сахарной пудры.***Шаг 3:***Подготовленные креманки заполнить до половины желированными сливками и поставить в удобную емкость под наклоном. Я поставили в пластиковое ведерко. Убрать емкость с креманками в холодильник до полного застывания сливок. У меня это заняло примерно один час.***Шаг 4:***Пока застывают сливки мы готовим пюре. Для этого разминаем тушенную тыкву до однородного состояния (это можно сделать блендером) и остужаем. Затем добавляем к получившемуся тыквенному пюре корицу и оставшуюся сахарную пудру и хорошо перемешиваем.***Шаг 5:***Креманки с застывшими сливками достаем из холодильника и аккуратно укладываем поверх сливок слой джема. Количество джема берите по своему вкусу.***Шаг 6:***Поверх джема аккуратно выкладываем тыквенное пюре, разравниваем.***Шаг 7:***Поверх тыквенного слоя снова выкладываем слой джема и завершаем всю композицию орехами. Орехи могут быть любые, по вашему вкусу. Десерт готов. Приятного аппетита!;279
428;***Шаг 1:***Как сделать десерт из овсяных хлопьев корзиночки с фруктами? Бананы очистить, разрезать на небольшие кусочки, переложить в миску и раздавить их с помощью вилки до пюреобразного состояния.***Шаг 2:***Всыпать к бананам овсяные хлопья. Лучше выбирать овсяные хлопья быстрого приготовления (сорт №3). Такие хлопья имеют самую тонкую структуру, поэтому подходят даже детям и людям с чувствительным желудком и болезнями ЖКТ. Корзиночки из таких хлопьев получаться очень нежными и мягкими.***Шаг 3:***Добавить жидкий мед, лучше добавить цветочный. Лучше избегать темных сортов меда (гречишного, верескового, каштанового и прочих), так как такие сорта меда обладают насыщенным вкусом с пряной горчинкой.***Шаг 4:***Все ингредиенты в миске тщательно перемешать до получения однородной массы.***Шаг 5:***Далее необходимо подготовить формочки. Можно использовать силиконовые формы для выпечки либо тефлоновые. Если формочки тефлоновые, то их необходимо смазать с помощью кондитерской кисточки растительным маслом.***Шаг 6:***В каждую формочку выложить медово-овсяную массу и с помощью чайной ложки сформировать корзиночки, формирую дно и боковинки. Поставить корзиночки в разогретую до 180оС духовку и выпекать их в течение 20 минут.***Шаг 7:***Приготовить сметанную начинку: выложить в миску сметану, добавить сахарную пудру и хорошо перемешать. Сметану можно заменить натуральным йогуртом с меньшим процентом жирности.***Шаг 8:***По истечении времени достать из духовки тефлоновые формы с выпеченными корзиночки и остудить их. Остывшие корзиночки аккуратно освободить от форм. Наполнить корзиночки сметанной начинкой.***Шаг 9:***Поверх сметанной начинки выложить консервированные фрукты (у меня тропический коктейль), полить ягодным сиропом и посыпать натертым на мелкой терке горьким шоколадом.;284
430;"***Шаг 1:***Подготовить продукты. Фрукты помыть.***Шаг 2:***Ананас разрезать пополам, вырезать жёсткую сердцевину, она не нужна. Я готовила десерт из 1/2 ананаса. Если готовить из целого, просто срезать верхушку и низ, затем срезать кожуру до слоя мякоти.***Шаг 3:***Мякоть ананаса и манго нарезать на средние кусочки.***Шаг 4:***В чаше блендера, как более жёсткие, сначала измельчить кусочки ананаса.***Шаг 5:***Затем добавить и измельчить манго.***Шаг 6:***Полученное пюре попробуйте на вкус, весь сахар сразу не добавляйте, достаточно пару столовых ложек. Затем влить воду и перемешать до однородности короткими импульсами. При необходимости сахар добавить. Более полезно добавить жидкий мёд, кому нельзя, использовать привычные заменители сахара. Микс ананаса и манго достаточно сладкий, так что подсластителя можно добавить минимум или вовсе обойтись без него, но со сладким конечно вкуснее.***Шаг 7:***И последний штрих для улучшения вкуса; добавить сок лимона и листики мелиссы или мяты. Ещё раз крутануть всё до однородности.***Шаг 8:***Полученную смесь перелить в пластиковый контейнер, плотно закрыть и убрать в морозильную камеру. Фруктовая масса застывает достаточно долго, понадобится не менее 4 часов, можно оставить на ночь.***Шаг 9:***Чтобы получить правильную структуру, необходимо каждый час его достать, вилкой отломить достаточно крупный кусочек, перемешать, но не мельчить и снова убрать замораживаться. Я мешала 2 раза в течении первых трёх часов. В результате получается яркая, красивая фруктовая заморозка с вкраплениями льда.***Шаг 10:***Накладываем  фруктовый десерт в креманки или бокалы для мартини и подаём немедленно. Сверху можно присыпать измельчённые орешки или небольшие кусочки манго и ананаса, украсить на своё усмотрение. Вкус замороженных фруктов притупляется холодом, но десерт очень быстро тает. Подтаявший становится более сладким и ароматным.";285
434;***Шаг 1:***Ингредиенты.***Шаг 2:***Очищенный банан нарезаем произвольно и помещаем в морозилку на 3 часа.***Шаг 3:***Ягоды моем, обсушиваем. 50 гр. жимолости помещаем в блендер вместе с замороженным бананом и пюрируем.***Шаг 4:***Десерт подавать сразу, украсив целыми ягодами.;287
438;***Шаг 1:***Смешать муку с овсяными хлопьями и сахаром.***Шаг 2:***В эту смесь натереть на терке холодное сливочное масло и растереть все в крошку.***Шаг 3:***Яблоки нарезать кубиком,***Шаг 4:***смешать с корицей, сахаром, и мускатным орехом.***Шаг 5:***Форму или формочки смазать маслом, положить яблоки***Шаг 6:***и наверх крошку.***Шаг 7:***Выпекать 20-25 минут при температуре 220°.;297
449;***Шаг 1:***Сметану для крема лучше брать жирную - жирностью 30%, тогда крем получится более густым и пышным. Сахар я рекомендую измельчить в сахарную пудру - так вам не придется ждать растворения сахара и крем выйдет максимально воздушным. Для измельчения сахара я использовала блендер, но подойдет и кофемолка - она справится быстрее. Смешиваем сметану и сахарную пудру в глубокой таре.***Шаг 2:***Взбиваем сметанную массу с помощью миксера в течение 3-х минут на малых оборотах. Ставим ее на время в холодильник, а пока займемся бананами.***Шаг 3:***Бананы чистим и нарезаем крупными кусочками.***Шаг 4:***Перекладываем бананы в чашу блендера.***Шаг 5:***Перемалываем их в кашицу в течение 10-ти секунд. Можно молоть не сильно мелко, если вы хотите, чтобы в креме чувствовались кусочки бананов.***Шаг 6:***Банановую смесь добавляем в сметанную. Для дополнительного вкуса и аромата можно всыпать ванилин.***Шаг 7:***Снова все взбиваем миксером. Крем готов. Это один из самых простых и быстрых крем десертов!;298
452;***Шаг 1:***Смешать творог, кефир, сметану, мёд, банан и хорошо взбить всё блендером.***Шаг 2:***Должна получиться гладкая блестящая масса без зёрен и комочков.***Шаг 3:***Приготовить 7-9 пластиковых стаканчиков (в зависимости от их объема). Заполнить их творожной массой.***Шаг 4:***Накрыть каждый стаканчик фольгой и закрепить по краям. Дополнительно запаковать каждый стаканчик в целлофановый пакет (для надежности, чтобы фольга случайно не отлетела). Отправить десерт в морозильную камеру. Вынуть из морозилки и переставить в холодильник за несколько часов до употребления, чтобы десерт успел разморозиться. Конечно, можно отведать такой десерт и сразу без заморозки. Приятного аппетита!;299
457;"***Шаг 1:***Подготовим продукты. Для соуса можно взять мороженую малину, если нет свежей.***Шаг 2:***Заливаем желатин водой и оставляем минут на 10 (или на время указанное на упаковке) для набухания.***Шаг 3:***Тем временем в миске соединяем творог, сметану, сахар и взбиваем тщательно, чтобы не осталось ни одной крупинки творога и сахара.***Шаг 4:***Масса должна получиться гладкой, нежной и однородной)***Шаг 5:***Желатин ставим на маленький огонь и подогреваем, чтобы он полностью растворился. Затем остужаем чуть.***Шаг 6:***Пока остывает желатин, подготовим форму для десерта. Ее нужно выстелить пищевой пленкой, так будет удобнее потом вынимать. Есть маленький секрет - нужно форму слегка смазать сливочным маслом, а на нее стелить пленку - так она не будет ""ездить"". Ну и сверху еще пленочку чуть смазать маслом, чтобы десерт легко извлечь.***Шаг 7:***Остывший желатин вводим в наш творожный десерт и еще раз хорошо взбиваем.***Шаг 8:***Смесь выливаем в форму и ставим в холодильник часов на 6 для застывания, а лучше поставить на ночь, если делаете десерт вечером)***Шаг 9:***Через 6 часов извлекаем десерт и режем на порционные кусочки. Пленка снимается очень легко.***Шаг 10:***Для соуса - смешиваем малину и сахар в блендере до пюреобразного состояния.***Шаг 11:***На тарелочку наливаем соус, сверху выкладываем кусочек творожного десерта, украшаем соусом по своему усмотрению) Нежное сладкое творожное желе с малиновым соусом готово! Приятного аппетита!";302
459;***Шаг 1:***Ингредиенты.***Шаг 2:***Подготавливаем желатин. Всыпаем его в кастрюльку и разводим молоком. Отставляем в сторонку для набухания минут на 20.***Шаг 3:***Смешиваем творог со сметаной, добавляем сахар по вкусу и все тщательно перемешиваем.***Шаг 4:***Возвращаемся к желатину. Ставим кастрюльку на плиту и, постоянно помешивая, нагреваем на медленном огне до полного растворения желатина (примерно 7 минут). Но не кипятим!***Шаг 5:***Снимаем с плиты, добавляем к желатину творог.***Шаг 6:***Все хорошо перемешиваем до однородного состояния.***Шаг 7:***Для приготовления десерта я взяла силиконовые формы. Сначала на дно каждой формочки выливаем совсем немного - чтобы творожная смесь закрыла дно на 1-1,5 см.***Шаг 8:***Выкладываем ягоды в каждую формочку. Очень важно выкладывать ягоды не на дно, а на слой творога, иначе ягодная верхушка не застынет. А при вынимании десерта он может быстро развалиться.***Шаг 9:***Теперь до самого края формочки заливаем творожной смесью и отправляем в холодильник на пару часов.***Шаг 10:***Аккуратно вынимаем десерты из формочек. Чтобы легко достать десерты, обратную сторону формочек можно подержать под струей горячей воды - тогда они отойдут от края. Из силиконовых форм десерты вынимаются легко.***Шаг 11:***Наши десерты готовы.;305
461;***Шаг 1:***Вот такие яблочки берем и вино. Грузинское подходит идеально, хотя и дороговато.***Шаг 2:***Яблоки моем, разрезаем пополам, сохранив черенок, если он есть.Аккуратно вычищаем серединку.***Шаг 3:***Соединяем их, придав форму целого яблочка.Кладем в глубокий сотейник или кастрюльку.***Шаг 4:***Добавляем сахар и специи.***Шаг 5:***Заливаем яблоки вином.***Шаг 6:***На небольшом огне доводим до кипения  и выдерживаем при слабом бульканье минут 15, время от времени поливая вином.***Шаг 7:***Аккуратно перекладываем яблочки в стеклянный салатник, в котором будем подавать и заливаем маринадом. Если корица вам попалась очень пахучая-выньте ее.Накрываем крышкой и убираем в холодильник, в самый дальний уголок!***Шаг 8:***Забываем про яблочки на несколько дней, можно даже на неделю.А потом удивляем всех гостей! Вот такая красота получается!***Шаг 9:***Вкусные, ароматные, хмельные!Кстати, оставшийся маринад можно использовать для приготовления глинтвейна. А можно употребить вместе с яблоками.Удачного приготовления!;315
463;***Шаг 1:***Подготовьте продукты.***Шаг 2:***Поместите в чашу блендера все подготовленные ингредиенты.***Шаг 3:***Пюрируйте творог, банан и клубнику в режиме «PULSE» в течение 30 секунд.***Шаг 4:***Разделите десерт на 2 порции.;317
465;"***Шаг 1:***Ингредиенты***Шаг 2:***Для начала сварите сироп. Воду доведите до кипения и всыпьте сахар. Смесь доведите до кипения и полного растворения сахар (пока смесь не закипела, можно её слегка размешать ложкой).***Шаг 3:***Варите сироп на среднем огне до насыщенного карамельного цвета (во время варки карамель не мешайте!!!). Во время варки внимательно следите за карамелью, если её переварить в десерте может появиться горечь!***Шаг 4:***Готовую карамель вылейте на дно 6 керамических формочек.***Шаг 5:***Сливки и молоко смешайте и доведите до кипения (кипятить смесь не нужно).***Шаг 6:***1 целое яйцо и 2 желтка смешайте вместе с сахаром.***Шаг 7:***Постоянно помешивая яичную смесь влейте в неё горячую смесь из сливок и молока.***Шаг 8:***Смесь процедите через мелкое сито, чтобы избавиться от пузырьков воздуха.Это очень важно, в готовом виде крем-карамель должна быть нежной кремовой консистенции.***Шаг 9:***Вылейте смесь в формочки (заполняйте их на 3/4). Если на поверхности образовались пузыри воздуха, соберите их ложкой. Для запекания крем-карамели вам потребуется глубокий противень. На дно противня налейте кипяток, он должен доходить до середины высоты формочек. Запекайте в разогретой до 160 С духовке около 45 минут. Готовая крем-карамель слегка ""дрожит"", но при этом она не жидкая.***Шаг 10:***Готовому десерту дайте полностью остыть и отстоятся в холодильнике минимум 4 часа (а лучше забудьте про него на всю ночь). Перед подачей, чтобы десерт легче вышел из формочки окуните его в кипяток на 30-40 секунд.Приятного аппетита!";321
470;***Шаг 1:***Ингредиенты.***Шаг 2:***Соединяем клубнику, лимонный сок и сахарную пудру.***Шаг 3:***Перетираем в гладкое пюре.***Шаг 4:***Клубничное пюре переливаем в кастрюльку и добавляем желатин. Перемешиваем и оставляем минут на 5. Через 5 минут пюре ставим на огонь, нагреваем (не кипятим) и при постоянном помешивании доводим до полного растворения желатина.***Шаг 5:***Желатиновую массу процеживаем в миску большого размера! Даем остыть до комнатной температуры.Пока смесь остывает подготовьте форму (у меня 22х22), выстелите форму бумагой для выпечки, слегка смазав её растительным маслом.***Шаг 6:***Остывшее пюре взбиваем миксером до мягких пиков (около 6-10 минут в зависимости от мощности миксера). При взбивани смесь побелеет и увеличится в объеме!***Шаг 7:***Выкладываем смесь в форму и разравниваем поверхность. Действуем быстро, смесь очень быстро начинает схватываться и разровнять становится очень трудно. Оставляем при комнатной температуре на 10-24 часа ничем не накрывая до полного застывания .***Шаг 8:***Рабочую поверхность присыпаем ровным слоем сахарной пудры выкладываем на него облака и с помощью формочек или острым ножом нарезаем на порционные кусочки. Каждый кусочек обваливаем в сахарной пудре (не обязательно).***Шаг 9:***Приятного аппетита!;322
472;***Шаг 1:***Главное – правильно выбрать тыкву. Не знаю, как называется этот сорт, но она лимонного цвета, а не оранжево-желтого. Эта тыква твердая и почти не пахнет, именно это и нужно для данного блюда. Из обычной оранжевой сладкой тыквы так не получится.***Шаг 2:***Вяленый инжир на 10 минут залить кипятком и оставить настаиваться под крышкой.***Шаг 3:***Цитрусовые тщательно вымыть, обсушить и снять с них цедру тонкими полосками, не захватывая белую мякоть.***Шаг 4:***В отдельные емкости выжать сок из лимона и апельсина.***Шаг 5:***Тыкву разрезать на крупные куски, срезать кожуру.***Шаг 6:***Мякоть нарезать кусочками толщиной около 0,5 см произвольной формы.***Шаг 7:***С инжира слить воду, промокнуть его салфетками и нарезать небольшими кубиками.***Шаг 8:***В сотейник или кастрюлю с толстым дном выложить тыкву, добавить инжир, лимонную и апельсиновую цедру, сахар. Влить апельсиновый сок и немного лимонного, по вкусу. Если хотите получить явно выраженную кислинку, можно добавить сок половины лимона.Содержимое кастрюли перемешать и на слабом огне довести до кипения при плотно закрытой крышке. После закипания томить на самом слабом огне около 7 минут. За это время нужно один раз перемешать десерт.***Шаг 9:***Выключить огонь, снять крышку и выложить десерт в миску, поставив ее в емкость с холодной водой, чтобы тыква как можно быстрее остыла. Холодный десерт еще раз перемешать, если нужно, добавить лимонный сок или сахар, чтобы добиться сбалансированного вкуса.Перед подачей выдержать 2 часа в холодильнике и перемешать.;323
474;***Шаг 1:***Приготовить ингредиенты для желе.***Шаг 2:***Желатин заливаем 100 мл холодной воды и оставляем на 40- 60 минут, затем растворяем на водяной бане.Ежевику промываем и очищаем от хвостиков.К творогу добавляем сметану и перемешиваем.***Шаг 3:***Затем добавляем сахар и все взбиваем блендером до однородной пышной массы.***Шаг 4:***В творожную массу выливаем растворенный желатин и выкладываем ежевику.***Шаг 5:***Все аккуратно перемешиваем и выкладываем в форму.***Шаг 6:***Все, наше творожное желе готово. Форму убираем в холодильник для застывания и через 3- 4 часа подаем к столу!!! Приятного Вам аппетита!!!;324
476;***Шаг 1:***Подготовить все ингредиенты для банановой шарлотки.***Шаг 2:***Возьмите сливки, добавьте к ним соду, предварительно погасив ее уксусом. Затем положите туда сахар и крахмал, предварительно растворив его в половине стакана молока. Поставьте готовую смесь на водяную баню и взбивайте ее в течении 3- 4 минут венчиком..После этого просто варите смесь, постоянно помешивая, чтобы не было комочков, до загустения.Остудите, но так, чтобы крем оставался еще немного жидким, а не совсем застыл.***Шаг 3:***Бананы очистите и нарежьте на небольшие ломтики. Положите их в красивую стеклянную вазочку.***Шаг 4:***Поверх бананов уложить кусочки печенья, предварительно смочив их в молоке.***Шаг 5:***Сверху влейте готовый крем и поставьте в холодильник на 1 час, чтобы шарлотка застыла.***Шаг 6:***Перед подачей на стол украсить десерт измельченными грецкими орехами и кусочками бананов.***Шаг 7:***Десерт готов. Приятного аппетита!!!;325
479;***Шаг 1:***Ингредиенты.***Шаг 2:***Клубнику очистить.***Шаг 3:***Промыть.***Шаг 4:***Яйцо взбить с сахаром.***Шаг 5:***Добавить творог.***Шаг 6:***Всыпать муку, ванилин.***Шаг 7:***Добавить масло.***Шаг 8:***Вымесить.***Шаг 9:***Разровнять массу.***Шаг 10:***Положить клубнику.***Шаг 11:***Залепить клубнику.***Шаг 12:***Скатать шарики.***Шаг 13:***Отварить.***Шаг 14:***Обвалять в кокосовой стружке.***Шаг 15:***Готово!***Шаг 16***;329
481;***Шаг 1******Шаг 2******Шаг 3******Шаг 4******Шаг 5******Шаг 6***;330
484;***Шаг 1:***Ингредиенты***Шаг 2:***Смешайте сахар с сиропом и водой. Затем поставьте посуду на плиту и перемешивайте на слабом огне до растворения.Огонь прибавьте до среднего и размешивайте, пока температура сиропа не поднимется до 200 градусов.Не перестарайтесь с помешиванием, потому что сироп может кристаллизоваться, а клубника в итоге не будет выглядеть глянцевой.***Шаг 3:***Помыть клубничку.***Шаг 4:***Насадить на шпажки***Шаг 5:***Когда сироп станет нужной температуры, уберите посуду с плиты,***Шаг 6:***окуните в сироп клубнику,***Шаг 7:***дайте лишнему стечь***Шаг 8:***и затем поставьте шпажку в высокий бокал.***Шаг 9:***Бокал затем можно украсить спиралькой из карамели.***Шаг 10:***Сразу подавайте!***Шаг 11:***Приятного аппетита!;331
489;***Шаг 1:***Как сделать цукаты из тыквы в домашних условиях в духовке? Подготовьте все необходимые ингредиенты. Цукаты можно сделать из любой тыквы. Однако лучше брать тех сортов, у которых более плотная мякоть, в ней меньше влаги и они проще поддаются сушке и вялению. Обычно эти тыквы созревают самыми последними. Специи берите по вкусу.***Шаг 2:***Тыкву хорошо помойте, очистите кожуру и удалите семена. Семечки не выбрасывайте - их можно просушить и есть, они очень полезны. Нарежьте мякоть на кубики примерно 1х1 см и переложите в кастрюлю. На приготовление цукатов такого размера уйдет не слишком много времени и готовыми их будет удобно есть.***Шаг 3:***Засыпьте тыкву сахаром и перемешайте, чтобы сахар равномерно смешался с кусочками тыквы. Накройте крышкой и оставьте на 6-10 часов. Если у вас мало времени, перемешивайте тыкву каждый час. Так быстрее растворится сахар и тыква даст сок. Я оставляла на ночь.***Шаг 4:***За это время сахар растворится и смешается с выделившимся тыквенным соком. Добавьте лимонную кислоту и специи, перемешайте.***Шаг 5:***Поставьте на большой огонь. Доведите до кипения и варите пока тыква не станет мягкой. Так как все тыквы разные и готовятся в разной посуде и на разных плитах, точное время сказать сложно, поэтому тыкву нужно проверять. Она не должна свариться полностью, иначе превратится в варенье. У меня хватило 3 минут. Полностью остудите.***Шаг 6:***Переложите тыкву в дуршлаг и слейте весь сироп. Закипятите сироп и уварите в течение 5-7 минут.***Шаг 7:***Залейте горячим сиропом тыкву так, чтобы она полностью была в сиропе, и остудите.***Шаг 8:***Повторите шаги 6 и 7. Затем переложите кусочки тыквы в дуршлаг и оставьте на 1,5-2 часа, чтобы сироп полностью стек.***Шаг 9:***Разогрейте духовку до 100 градусов. Выложите кусочки тыквы на противень с пергаментом, чтобы не слипались, на расстоянии друг от друга. Сушите в духовке с приоткрытой дверцей в течение 2-3 часов.***Шаг 10:***Цукаты должны уменьшиться в размере и стать немного стеклянными. Аккуратно - не передержите в духовке, цукаты не должны стать сухими и твердыми. Поверхность может остаться слегка липкой.***Шаг 11:***Переложите цукаты на плоское блюдо или поднос и оставьте в комнате (выбирайте комнату хорошо проветриваемую и с сухим воздухом) и оставьте еще примерно на сутки цукаты дойти.***Шаг 12:***Смешайте сахарную пудру с крахмалом и распылите эту смесь над цукатами, тщательно перемешайте. Если есть слипшиеся кусочки - отделите их, чтобы они со всех сторон обвалялись в пудре. Храните в закрытых емкостях в сухом прохладном месте.;332
